2 0.000176 0.0005278 0.000472
4 0.0002603 0.0008605 0.0007008
8 0.0004697 0.0010981 0.0010031
16 0.0032978 0.0044548 0.0043306
32 0.0241402 0.039913 0.026236
64 0.192507 0.364018 0.200071
128 1.75865 3.29761 1.78785
256 13.9274 21.1666 14.0944
512 154.332 147.782 155.443
1024 1283.24 925.447 957.294
2048 54060.4 7066.48 7726.64
4096 588523 46113.8 47923.9
